73 11032 46122
0 0     1.224100e+02 6.554999e+01
1.4010340997576647e+00
-3.4917995024676949e+00
-8.1319153610954775e-01
1.4608687845732231e+00
-3.5448402930454765e+00
-4.2697114095474226e-01
1.5030967668729587e+00
-3.5797222085678362e+00
-5.8209252366007447e-01
1.5960443704774507e+00
-4.7486519281488277e+00
1.3519505374260574e+00
1.4130624754648533e+00
-5.2095081100192919e+00
1.4673185368847275e+00
1.0448036058822516e+00
-5.1371989523706505e+00
1.7463619268134121e+00
1.0762389839014201e+00
-7.9777173162293931e+00
-8.9888636480727402e-01
1.3131440956828611e-01
-3.4192585652250855e+00
-8.9227829032168671e-01
1.1111436666361969e-01
-3.4329356021813542e+00
-8.9683755867560544e-01
1.1122286439617809e-01
-3.4367575000342288e+00
-8.1403264690471588e-01
-1.1871257826864478e-02
-4.4926521995064883e+00
-7.9979301614987797e-01
-7.2119615717192677e-03
-4.4740414009046923e+00
-7.0009530321912516e-01
-6.2980098242616744e-02
-6.3284464541418552e+00
1.2832194189972399e-02
-3.0866587149545421e-01
-4.4453430740184166e+00
7.9532136837558265e-01
-2.6047853674200688e-01
-4.1404040207709141e+00
7.7054633157842800e-01
-3.0137565946706379e-01
-4.2390342769759668e+00
3.4811446664603139e-02
-3.1040367406005620e-01
-3.7742197897946426e+00
4.5926230878896740e-01
-4.6245618514931602e-01
-4.0074300517101502e+00
-5.7681339820872568e-01
1.5976165356930254e+00
-4.7445861882043534e+00
-8.9294076545895584e-01
1.2620177856229930e-01
-3.5028021944404473e+00
1.6046331651210872e+00
-6.6192846345779918e-02
-5.9588365949872273e+00
8.3861550750182678e-01
-1.7729315724972866e-01
-3.7648647269614446e+00
9.0264517341797068e-01
-2.0247511820706973e-01
-3.4166039113152928e+00
-6.3796119515551830e-01
1.3978426139341569e+00
-4.9664710880104499e+00
-6.2059681916895792e-01
1.2365336842962960e+00
-4.8978978064897216e+00
7.6853448332040408e-01
-2.5243001260098874e-01
-4.1566094160199638e+00
-5.8945644107507522e-01
-1.8602421554853782e-01
-3.2870698790486301e+00
1.4896987459871898e+00
1.3825312258718137e-01
-5.2091899120977363e+00
1.7795827938500179e+00
7.8593452206256204e-03
-4.9607601973067563e+00
-8.8172869534448173e-01
-1.4254128279419082e-01
-4.6625240348567774e+00
-2.7801374087791217e+01
-1.0859926603142952e+01
-4.7225219593003409e+01
-4.6434513221119339e-01
1.4373421638718242e+00
-3.5849621946857573e+00
1.7331342086030110e+00
1.9662983560849318e-01
-5.5726924283420098e+00
1.6317024237297872e+00
-3.2202108647149570e-02
-5.3701595487810234e+00
-5.7702147868585341e-01
-8.5353315823504000e-02
-4.9912559322397589e+00
-8.1790950196387280e-01
-8.2460449703187139e-02
-4.7175215545109843e+00
1.7154604841192971e+00
2.1741466766031187e-01
-4.3229758373657825e+00
-3.2464615748881764e-01
7.4730193443123594e-02
-4.5706675882632402e+00
-4.9479689922334147e-01
-1.7520100701749386e-01
-6.0221964699557713e+00
-9.0908158631952929e-01
1.8862813271076209e+00
-2.2127887517444731e+00
-5.4889038533714252e-01
1.7861911267487833e+00
-2.3924585056806302e+00
-4.3389790669628248e-01
1.4755613521635140e+00
-3.6137493602031219e+00
-6.0856267304596912e-01
9.5358965240741134e-01
-3.5774958592447845e+00
-1.9864818134370799e+00
6.0313956237111732e-01
-2.5588511128965430e+00
-1.1901171300350175e+00
3.0369715846537298e-01
-8.8636740225310351e-01
1.1825464645960859e+00
3.8204515858623234e-01
-1.7734408099368468e+00
1.1830668678265286e+00
-3.6514382354609631e-02
-2.7268452704219475e+00
1.0950659963305309e+00
5.5298290089110379e-02
-1.3528305877092017e+00
-1.1121118520724977e+00
-1.4184207881879002e-01
-2.0839946059006782e+00
-8.2570619726182837e-01
1.8369362034222838e+00
-2.3450551356019753e+00
1.0957667051548123e+00
1.3700105353724907e+00
-2.8008442387804688e+00
-6.9476622644208530e-01
1.4815744811506626e+00
-3.6628220256664425e+00
-1.1390818615839944e+00
3.3490320372910443e-01
-9.2584767345739705e-01
-1.1349357445103054e+00
3.3446268022269332e-01
-9.6579856534887787e-01
-1.1330396618807899e+00
3.3445765034431857e-01
-9.8888129334526675e-01
-9.9043787875585299e-01
3.3562941360357695e-01
-2.2923508865890034e+00
-1.0297866769052308e+00
2.4298369550429053e-01
-2.2473866066998869e+00
4.1392398904472172e+00
3.7564779793595249e-01
-4.6442945304913428e+00
-6.8602493528207886e-01
-2.3416730888518944e-01
-2.1012408574128685e+00
-1.0963125164932508e+00
-1.4898926686221556e-01
-1.1169187466632189e+00
-4.6982923645883212e-01
-7.3219009137665853e-02
-4.1945847726615826e-01
-6.0354478400557632e-01
1.8350746729322172e+00
-2.1983066779841174e+00
-6.0354478400557632e-01
1.8350746729322172e+00
-2.1983066779841174e+00
9.3625269034603975e-01
1.5251404067206957e+00
-2.9654527875307792e+00
-6.3131087119630369e-01
1.4780605251356980e+00
-3.5855102444757745e+00
-1.1363508600653935e+00
3.3596147282799776e-01
-9.4734924364892725e-01
-1.1241335380657496e+00
3.0543376166728853e-01
-1.0469901051390360e+00
1.5256556389776175e+00
3.5754374065691225e-01
-3.0639789719162871e+00
-1.1256208357911517e+00
2.0420062507783518e-01
-1.0605039716710025e+00
1.0490060562028951e+00
2.2949064155578944e-01
-1.0400393767509082e+00
1.4652900723510676e+00
-2.4180161949598269e-01
-2.2177818163334231e+00
6.3548768514903109e-01
-2.3265259441815503e-01
-1.5176028889646884e+00
9.3124437514702119e-01
-2.1241582375854107e-01
-9.1216523717563747e-01
-4.5366873441764705e-01
-7.6227748505931101e-02
-4.4150424968690632e-01
-6.6385959363608704e-01
1.8988442584920082e+00
-2.2246080651969509e+00
-6.6216572294753984e-01
4.4618820769810003e-01
-1.9256286263486990e+00
-6.5708269964337873e-01
4.4274296136211866e-01
-1.9036107572725238e+00
1.5864320163809198e+00
2.2092569400508433e-01
-3.2618960757433473e+00
-4.9495042614143303e-01
-5.7519925395151508e-02
-2.1043496103177883e-01
-1.1405456811012198e+00
3.5247271453959489e-01
-9.1826046668024497e-01
-1.1405601306974873e+00
3.5359317330809809e-01
-9.1815610050405871e-01
-1.1385924488843855e+00
3.1968258218657492e-01
-9.3647868520229927e-01
-1.1280868432458182e+00
3.1646510784727283e-01
-9.8490801722893029e-01
-1.1343312782170825e+00
2.9620614068996187e-01
-1.0013545556535430e+00
-1.1325147550122108e+00
2.9574368601606171e-01
-1.0009500427185534e+00
1.0684739490637289e+00
6.8191287735090700e-02
-1.3707157194506032e+00
1.0184168508365692e+00
-2.7726497308277565e-01
-2.0498886957031872e+00
1.0148305583071191e+00
-2.0993752545123873e-01
-1.1731725474152852e+00
-4.6899827565465302e-01
-5.8739164842320550e-02
-2.3384277755996838e-01
-4.9035098260005849e-01
-5.8030440976320631e-02
-2.1432147758753589e-01
-8.2942516424178869e-01
1.7291539100667890e+00
-2.2573098534797000e+00
-6.1229423412704287e-01
1.7065908927293116e+00
-2.4169017329286802e+00
-8.3176502078169290e-01
1.6355858766341589e+00
-2.3603053932651838e+00
-1.1484254470060067e+00
3.5055689337467894e-01
-8.5006114590898152e-01
-1.1454270906145823e+00
3.2312419624820549e-01
-8.6301715714304705e-01
-1.1322498554983138e+00
2.9934015670412834e-01
-9.6830301553846565e-01
-1.1594452892734510e+00
2.7822510646397297e-01
-9.9901715148624326e-01
-1.1319554346748029e+00
9.8286193167443206e-02
-1.0402031627464505e+00
-1.0013370538956980e+00
-1.0906323792941093e-01
-2.6151536421311432e+00
2.4499687350197741e-01
-1.6659886694876350e-01
-1.4534278856644853e-01
2.4499687350197741e-01
-1.6659886694876350e-01
-1.4534278856644853e-01
-1.1143127848974606e+00
1.7265372452855299e-01
-1.0659828087128451e+00
-1.1529438202202977e+00
1.5330722290907123e-01
-1.0602567810442383e+00
-8.9122113930125646e-01
-3.9618542775223142e-02
-2.8181019338646887e+00
-7.8730768795595274e-01
1.9421576742589453e-01
-9.3867169967200670e-01
1.1399989850498806e+00
1.1764882302971504e-01
-1.6140883096931269e+00
9.8686432012479031e-01
-1.6622627174726037e-01
-1.0930388183302668e+00
-9.5205142978384527e-01
4.1161002068949087e-01
-3.6895979085530084e+00
-2.3812521637303616e-01
1.2465804063218557e+00
-7.0098621944105242e+00
-9.2772379882494249e-01
3.7459952268714086e-01
-3.6940794679584634e+00
1.4147118059945314e+00
6.7204233534018876e-01
-5.1507689233685259e+00
-8.9984173848191706e-01
3.3086775621069470e-01
-3.7352439216325379e+00
1.7325848401073130e+00
2.9095262507946212e-01
-4.6919007516503157e+00
-8.7243546853043297e-01
-1.9791034518566522e-02
-3.7065243580482536e+00
1.4727835604878181e+00
-6.7930345328981762e-02
-5.5697388386226825e+00
1.4779292430629831e+00
-6.9753365348768179e-02
-5.5818138270856474e+00
1.7583324622922176e+00
-2.5409455416665477e-01
-4.4672093145644221e+00
-2.0743059834843586e-01
-2.5398624520874141e-01
-3.0692789042145359e+00
-1.1851043537732022e+00
-1.2152752034961829e+00
-4.3295221142007581e+00
-9.0672715712103169e-01
1.2820474587814221e-01
-3.3376291405208729e+00
-9.0964603860534643e-01
1.0374374178031226e-01
-3.3732329775931267e+00
-8.8968112396529597e-01
9.9550688164735779e-02
-3.5488455298436983e+00
-9.0505599413693039e-01
3.4245668206494870e-02
-3.3038739030895967e+00
-1.0047839492416135e+00
-1.8017997359643509e-01
-3.4905833033159506e+00
-1.0027682430483260e+00
-1.8583760119235906e-01
-3.5040507627839128e+00
-9.6155676165938031e-01
-2.5498445356400196e-01
-3.3794719602213013e+00
-8.9631090920241363e-01
7.6705111592659969e-02
-3.5732574096413359e+00
2.0653691718852762e+00
-2.5615531315674117e-01
-7.3895183373538105e+00
-1.0042803920364760e+00
-1.2000658711446835e-01
-3.4917642258658330e+00
-3.5712880100774265e+00
-3.1182565709277625e+00
-6.7038537398770863e+00
-9.0787888972805830e-01
1.8727580186557974e-01
-3.3231573369856031e+00
-5.7846843425163708e-01
-1.6469418431951602e-01
-3.2455327903493396e+00
1.5607369314041024e+00
1.4492305591126036e+00
-5.0140009003535342e+00
-4.4136274996307889e-01
1.3436668688149522e+00
-4.8909512465920315e+00
-4.9194260112662652e-01
1.1049105881608823e+00
-4.8590096438267931e+00
-8.8343390610912154e-01
1.5914912445326479e-01
-3.7044254822086429e+00
1.7372066281100296e+00
2.5267148943971957e-01
-4.6159648193418930e+00
1.7343275629522086e+00
2.4597926671414294e-01
-4.5584738234719779e+00
1.7330473160447137e+00
2.4397394727548979e-01
-4.6675411087334275e+00
1.7225547639610832e+00
2.4267355815090536e-01
-4.7891833776140134e+00
1.7333336998925446e+00
1.7762689291452741e-01
-4.5877485242420271e+00
-8.7971138857282360e-01
7.9188246338633417e-02
-3.6383892622724252e+00
1.7456480848346754e+00
6.5300686143003633e-02
-4.7563189734583240e+00
-7.9094249258202742e-01
3.5657507030589591e-02
-4.6069542041670823e+00
-8.0949284071550309e-01
1.5271962790775284e-02
-4.4653440861242402e+00
-7.3065735514100849e-01
1.6017442691338885e-02
-4.8496322367171931e+00
-7.5147315400942927e-01
8.8600230086391066e-03
-4.8289208307443250e+00
-8.1996059313331249e-01
-5.2834646997501185e-02
-3.9241810534697614e+00
-8.2479490587827808e-01
-2.9157706582280629e-01
-4.5039899760071513e+00
7.9004088924460991e-01
-2.1814399004701357e-01
-4.1385871724931560e+00
8.3201859084962504e-01
-1.4843842898754056e-01
-3.4018839810593584e+00
7.8485720315380925e-01
-2.1895315850456623e-01
-3.7783556599140700e+00
7.8490420620014367e-01
-2.1898788479321418e-01
-3.7783727177219388e+00
7.9551439423118497e-01
-2.2715864458731741e-01
-3.7636266495710275e+00
-1.4398799208468419e-01
-1.3959365281306357e-01
-3.1752250093036642e+00
7.3994731972473715e-01
-2.0904860513043547e-01
-3.4188686536319515e+00
-1.5906478776534169e-01
-1.5444155754169492e-01
-3.1558979832218332e+00
7.5430862823521194e-01
-2.0975430044863977e-01
-3.3988186627902461e+00
7.9169427360629496e-01
-2.0273589847845927e-01
-3.3543674306400173e+00
7.4273918047523824e-01
-2.1868263304239285e-01
-3.4100688577076568e+00
7.3698226830485136e-01
-2.2042962224365345e-01
-3.4179296966643915e+00
7.6100330534603344e-01
-2.2343588463729791e-01
-3.4079476704811142e+00
7.4035137755447589e-01
-2.2582857998495995e-01
-3.4103032255214472e+00
7.4700071712034066e-01
-2.2648086780552074e-01
-3.4050423269169552e+00
-2.2000630187874186e-03
-3.2445352682880607e-01
-3.7136506832213789e+00
-6.5876563307297864e-01
1.4569158283045380e+00
-4.7701274018979838e+00
-3.5661884291216112e-01
1.4197295693233007e+00
-4.9432751330846969e+00
-4.7033299800075845e-01
1.3734391502999197e+00
-4.9367951007679247e+00
-6.2950480441786705e-01
1.3048429412600364e+00
-4.8906594970232282e+00
-7.9424017619277498e-01
4.3811115597019057e-01
-3.6461493252551800e+00
-9.4962225064865158e-01
4.3569717143724318e-01
-3.6856604286599808e+00
-8.8220348393801240e-01
8.4475808650390213e-02
-3.6529483978168207e+00
-8.9797450029368620e-01
8.5767056851010104e-02
-3.6739760237130188e+00
-8.2310669464439645e-01
1.7743847336427906e-02
-4.3218464810394064e+00
-8.1194482850715011e-01
-6.4575712508104059e-03
-4.3866070334988398e+00
-8.0650707705828961e-01
-1.7170930885818121e-02
-4.0122593919276461e+00
-8.7278812603356393e-01
-2.2808127860458997e-02
-3.7606464837887312e+00
-8.1640760976216442e-01
-6.8904801039578856e-02
-3.9559315818759475e+00
-8.5669665777851067e-01
-1.4819181051764507e-01
-5.2150892079062432e+00
-8.7694613829175561e-01
-1.1743001609213267e-01
-4.5292081347446373e+00
-8.0804620105013691e-01
-8.8304610987818208e-02
-3.9969344741275163e+00
8.3420663017861707e-01
-1.8922239137722419e-01
-3.9916425440531973e+00
-1.7917340128472934e-02
-2.3544725470718339e-01
-4.2613358014918061e+00
9.1972389391056431e-01
-1.9666153627550845e-01
-3.8068813398522368e+00
3.2618008672804788e-02
-3.1125113058052417e-01
-3.7822663653559450e+00
9.1312309951114334e-01
-2.2784737133502622e-01
-3.4233386437593176e+00
7.7209747197598877e-01
-2.6210495161496705e-01
-3.3579407925285469e+00
-1.5677375648651168e-01
-3.3598901274768389e-01
-3.1556165963022731e+00
-2.7415236370596435e-01
-3.4186813896530888e-01
-3.1385604089372801e+00
-1.8852073021194071e-01
-3.6739271849769961e-01
-3.1736460863906091e+00
-2.2005566103252769e-01
-4.0027486515677202e-01
-3.2160155073496086e+00
-9.2085889094556495e-01
4.6632184092525902e-01
-3.6683466657533268e+00
1.6860866142231097e+00
2.1419830027553705e-01
-4.1514026301974329e+00
-8.8210069642088718e-01
9.3805668937831752e-02
-3.5553578548200426e+00
-8.3866888291760677e-01
1.2402841452957232e-01
-3.9187795873402216e+00
-8.1974274412760995e-01
1.0724885728278380e-02
-4.0288289223872660e+00
-9.0073603948588432e-01
-1.2859212771352810e-01
-4.6816528680443596e+00
-8.2448494820443474e-01
-9.1669107755717211e-02
-4.0717041556150528e+00
7.4790444181570270e-01
-1.6993871545335598e-01
-3.4857404609025902e+00
8.5655602926382945e-01
-2.1783093467017545e-01
-3.3788449204076461e+00
8.5361790891031564e-01
-2.6883528504797005e-01
-3.3814802789571017e+00
-1.7624471513337964e-01
-3.5108700255748382e-01
-3.1695468147034869e+00
1.5827383728123783e+00
1.4500563257281487e+00
-5.0457586453310252e+00
-4.1245320938191277e-01
1.2283483344398354e+00
-4.8275827738020656e+00
-8.4333531575489484e-01
1.5499353368961230e-01
-4.0613943533852135e+00
-1.7402161364498012e-01
-3.6159507052730577e-01
-3.2138244330358181e+00
8.3971463008977698e-01
-1.7763832749397332e-01
-3.7665181125307323e+00
-1.5561731344462512e-01
-1.7214769310113484e-01
-3.5981483027102747e+00
2.2122518569940780e-01
-7.5403739784787316e-02
-3.0108490180135341e+00
2.2122518569940780e-01
-7.5403739784787316e-02
-3.0108490180135341e+00
-9.5873755362000254e-02
-2.1956392780121578e-01
-3.6044689485689196e+00
8.2866334098542449e-01
-2.7033039669049996e-01
-3.3690311132801796e+00
-5.6587357608448463e-01
1.1942667722640046e+00
-3.5074591787603682e+00
-8.0978220816397106e-01
-5.9922625154265045e-02
-3.9005032226513809e+00
-8.2219894783543035e-01
-7.8439414442001990e-02
-4.0066329833990046e+00
9.4470374866378082e-01
-2.2228386490175861e-01
-3.4408130178222107e+00
-5.8405419696200278e-01
1.5667358198280079e+00
-4.7587631484581463e+00
-6.7344381446488211e-01
1.4101762606821555e+00
-4.7768054903248283e+00
7.6129257302769748e-01
-2.5621713911250515e-01
-3.3903837826246499e+00
-8.4789660906160169e-01
-1.0787767315051039e-01
-3.9683438345621451e+00
7.5634319248246384e-01
-1.7965686551591808e-01
-3.4544001116831176e+00
-9.7741685424140606e-02
-1.8234757657700107e-01
-3.6178825395316552e+00
7.6137367641866738e-01
-2.9808210680924613e-01
-3.7907738117816163e+00
1.7130932118443243e+00
2.1505746335149786e-01
-4.3211458159800813e+00
1.6976717296397636e+00
2.2051602483075228e-01
-4.3064269495539946e+00
-9.0003879637870376e-01
1.8767295974204807e+00
-2.2548087301548665e+00
-9.0603454315448939e-01
1.8330670658055739e+00
-2.2138161896628379e+00
-1.1387591589592965e+00
3.6574111777174273e-01
-9.4085497181900268e-01
-1.1387591589592965e+00
3.6574111777174273e-01
-9.4085497181900268e-01
-1.0031489610592721e+00
1.4949462609465239e-01
-7.6741444133903181e-01
-3.1925250798733795e-01
-8.9231875830812907e-02
-7.8851960926260589e-01
-4.2315944286396817e-01
-8.6000732602123597e-02
-5.8670520939047177e-01
-5.4989424267035591e-01
1.6465090389911254e+00
-2.2954350874520264e+00
-6.2278964853654972e-01
1.6755789960162548e+00
-2.4268860442095441e+00
-1.1337448988909775e+00
3.5538371180159489e-01
-9.8981365663797083e-01
-1.1328877702936118e+00
3.4482447081154688e-01
-1.0367129508674084e+00
-8.3375763470363884e-01
1.6569090940515271e-01
-8.7475385513954096e-01
1.1524647725438524e+00
1.1423528940998160e-03
-1.4237080790773446e+00
-4.4552982439782712e-01
-5.7027730567210569e-02
-2.4540728223186120e-01
1.0292339417350978e-01
-1.9360775105855629e-01
-6.6189274064268611e-01
-8.8758214365794030e-01
1.8986019133386483e+00
-2.2437081057243602e+00
-7.1589826839026982e-01
1.6991821863430341e+00
-2.4544563512163475e+00
-1.1316201227024436e+00
3.6758667414188106e-01
-9.5992140581931407e-01
-2.9484090884321440e-01
-5.7260565249798515e-02
-3.6287691452828547e-01
-5.3075896463705319e-01
1.8024779032610208e+00
-2.4050974044091649e+00
-1.1144289723033931e+00
3.4423350109285067e-01
-9.0940589700284569e-01
-5.0948413198107423e-01
-3.0243553928719604e-02
-2.1908748066928760e-01
-5.1126225788535917e-01
-3.0642617742871352e-02
-2.2188303234280848e-01
1.1024498443363842e+00
3.5045309537802966e-02
-1.3897836834309840e+00
-5.0634084253989287e-01
-6.1938838375574304e-02
-2.1546488525476182e-01
-5.1952649324432809e-01
-7.7115292791867128e-03
-2.3053287363781297e-01
-5.7319603973234268e-01
-1.3103578979125936e-02
-2.0785503906474484e-01
-1.1259696011666815e+00
3.1380697529827073e-01
-1.0928095852555992e+00
-8.7172347672199268e-01
2.0377223845291020e-01
-9.2802206607564530e-01
-9.0194658937856265e-01
1.5329771623432331e-01
-9.2518343852007967e-01
1.1701096764049421e+00
-8.9301401612965625e-02
-1.6395288500754512e+00
1.0976003106444885e+00
-2.1665484717642702e-01
-1.4848362433541455e+00
1.1025791699764877e+00
1.4043101716865691e-01
-1.2619375833575184e+00
-6.8481655307174283e-01
5.8386156972610848e-01
-1.1954068866935970e+00
-3.2582719698746049e-01
1.4895978944454573e+00
-4.9479945116470851e+00
-8.4054888213864754e-01
1.0692052980841665e-01
-3.8415299749430565e+00
1.7344847966993193e+00
1.7895773174931717e-01
-4.5682422752111282e+00
1.7236966796301023e+00
1.5702906856514021e-01
-4.4970488607742327e+00
-8.1548143419150421e-01
-7.4508710080466289e-03
-4.3011883973734522e+00
3.5827595796507500e-01
-2.0816139961656569e-03
-3.0968583389423889e+00
-8.4343588408993153e-01
-1.7379231816829901e-01
-4.5499816981684127e+00
-8.4343588408993153e-01
-1.7379231816829901e-01
-4.5499816981684127e+00
